status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
for_sale,139000,3,2,0.05,"137 N East St, Holyoke, MA, 01040",137 N East St,Holyoke,Massachusetts,1040,1644,1/18/18
for_sale,289900,4,1,0.24,"22 Noel St, Ludlow, MA, 01056",22 Noel St,Ludlow,Massachusetts,1056,1173,7/14/17
for_sale,299000,1,1,,"25 New South St Apt 201, Northampton, MA, 01060",25 New South St Apt 201,Northampton,Massachusetts,1060,773,7/9/19
for_sale,670000,5,3,1.66,"26 Lady Slipper Cir, Westfield, MA, 01085",26 Lady Slipper Cir,Westfield,Massachusetts,1085,4296,6/2/10
for_sale,195000,2,2,,"45 Corey Colonial Unit 45, Agawam, MA, 01001",45 Corey Colonial Unit 45,Agawam,Massachusetts,1001,960,12/14/18
for_sale,198000,3,1,0.23,"26 Groton St, Springfield, MA, 01129",26 Groton St,Springfield,Massachusetts,1129,876,8/1/19
for_sale,599000,3,3,3.11,"717 Main St, Wilbraham, MA, 01095",717 Main St,Wilbraham,Massachusetts,1095,2275,6/18/21
for_sale,465000,3,3,2.04,"43 Zuell Hill Rd, Monson, MA, 01057",43 Zuell Hill Rd,Monson,Massachusetts,1057,2775,12/2/19
for_sale,289900,5,2,0.15,"50 Saint James Ave, Chicopee, MA, 01020",50 Saint James Ave,Chicopee,Massachusetts,1020,2316,9/28/20
for_sale,171900,2,1,,"1088 James St Unit 1088, Chicopee, MA, 01022",1088 James St Unit 1088,Chicopee,Massachusetts,1022,824,2/29/12
for_sale,169500,1,1,,"18 Lynwood Dr Unit 18, Chicopee, MA, 01022",18 Lynwood Dr Unit 18,Chicopee,Massachusetts,1022,884,8/18/20
for_sale,330000,2,3,30,"111 Daniel Shays Hwy Unit 19, Belchertown, MA, 01007",111 Daniel Shays Hwy Unit 19,Belchertown,Massachusetts,1007,2130,6/27/13
for_sale,279900,3,1,0.13,"3 Fenton St, Holyoke, MA, 01040",3 Fenton St,Holyoke,Massachusetts,1040,1456,10/21/19
for_sale,335000,8,3,0.39,"24 Squier St, Palmer, MA, 01069",24 Squier St,Palmer,Massachusetts,1069,4841,5/11/15
for_sale,349900,4,2,0.24,"16 Dorwin Dr, West Springfield, MA, 01089",16 Dorwin Dr,West Springfield,Massachusetts,1089,2002,1/2/19
for_sale,400000,4,3,0.46,"125 Abbey St, South Hadley, MA, 01075",125 Abbey St,South Hadley,Massachusetts,1075,2108,9/21/21
for_sale,175000,2,2,,"418 Meadow St Unit A4, Agawam, MA, 01001",418 Meadow St Unit A4,Agawam,Massachusetts,1001,1056,9/12/19
for_sale,300000,6,4,0.16,"76 Muzzy St, Chicopee, MA, 01020",76 Muzzy St,Chicopee,Massachusetts,1020,2844,12/30/19
for_sale,304900,4,1,0.22,"19 Day Ave, East Longmeadow, MA, 01028",19 Day Ave,East Longmeadow,Massachusetts,1028,1425,3/26/13
for_sale,349900,4,1,0.91,"106 Plain St, Easthampton, MA, 01027",106 Plain St,Easthampton,Massachusetts,1027,1404,9/23/21
for_sale,500000,4,5,1.02,"67 Cold Hill Rd, Granby, MA, 01033",67 Cold Hill Rd,Granby,Massachusetts,1033,2396,1/9/15
for_sale,379900,5,2,0.85,"82 Abbey St, South Hadley, MA, 01075",82 Abbey St,South Hadley,Massachusetts,1075,1605,2/13/17
for_sale,379900,4,2,0.62,"45 Hunter Rd, Ludlow, MA, 01056",45 Hunter Rd,Ludlow,Massachusetts,1056,1988,8/11/16
for_sale,244900,3,2,0.16,"48 Audubon St, Springfield, MA, 01108",48 Audubon St,Springfield,Massachusetts,1108,1181,6/15/21
for_sale,429900,4,4,0.44,"1745 Parker St, Springfield, MA, 01128",1745 Parker St,Springfield,Massachusetts,1128,2032,3/19/10
for_sale,240000,3,2,0.16,"1565 Carew St, Springfield, MA, 01104",1565 Carew St,Springfield,Massachusetts,1104,1284,8/26/11
for_sale,409900,3,2,,"308 Miller St Unit 8, Ludlow, MA, 01056",308 Miller St Unit 8,Ludlow,Massachusetts,1056,1622,4/16/10
for_sale,289900,3,1,0.26,"339 Jarvis Ave, Holyoke, MA, 01040",339 Jarvis Ave,Holyoke,Massachusetts,1040,1096,5/10/19
for_sale,299900,5,3,0.32,"11 N Main St, Belchertown, MA, 01007",11 N Main St,Belchertown,Massachusetts,1007,1850,12/14/12
for_sale,270000,3,1,0.23,"1920 Allen St, Springfield, MA, 01118",1920 Allen St,Springfield,Massachusetts,1118,1234,2/24/17
for_sale,325000,3,2,0.54,"170 West St, Granby, MA, 01033",170 West St,Granby,Massachusetts,1033,1336,8/2/19
for_sale,189000,4,2,0.15,"5 Packard Ct, Palmer, MA, 01069",5 Packard Ct,Palmer,Massachusetts,1069,1922,9/20/21
for_sale,299900,3,2,0.53,"26 Cold Hill Dr, Granby, MA, 01033",26 Cold Hill Dr,Granby,Massachusetts,1033,880,3/19/18
for_sale,299000,3,2,0.14,"87 Oak St, Springfield, MA, 01151",87 Oak St,Springfield,Massachusetts,1151,1799,12/14/21
for_sale,265000,4,3,0.11,"138 Draper St, Springfield, MA, 01108",138 Draper St,Springfield,Massachusetts,1108,1728,11/4/11
for_sale,234900,2,2,,"27 Green Leaves Dr Unit 704, Amherst, MA, 01002",27 Green Leaves Dr Unit 704,Amherst,Massachusetts,1002,979,12/2/21
for_sale,269000,5,2,0.11,"41 Forest St, Springfield, MA, 01108",41 Forest St,Springfield,Massachusetts,1108,1634,10/12/21
for_sale,289900,3,2,0.36,"82 Harvey Johnson Dr, Agawam, MA, 01001",82 Harvey Johnson Dr,Agawam,Massachusetts,1001,1276,10/12/12
for_sale,399000,4,3,0.28,"21 Voyer Ave, East Longmeadow, MA, 01028",21 Voyer Ave,East Longmeadow,Massachusetts,1028,2500,6/21/19
for_sale,259000,3,1,0.8,"120 N Main St, East Longmeadow, MA, 01028",120 N Main St,East Longmeadow,Massachusetts,1028,1196,10/24/19
for_sale,439500,4,2,0.59,"73 N Maple St, Hadley, MA, 01035",73 N Maple St,Hadley,Massachusetts,1035,2394,6/8/18
for_sale,435000,4,3,0.22,"440 Roosevelt Ave, Springfield, MA, 01118",440 Roosevelt Ave,Springfield,Massachusetts,1118,2734,1/28/13
for_sale,145000,2,1,,"68 Colonial Cir Unit A, Chicopee, MA, 01020",68 Colonial Cir Unit A,Chicopee,Massachusetts,1020,960,7/31/19
for_sale,275000,3,2,0.16,"5 Bedford Ct Unit 5, Amherst, MA, 01002",5 Bedford Ct Unit 5,Amherst,Massachusetts,1002,1280,8/19/21
for_sale,547500,4,4,0.91,"8 Spring Mdws, South Hadley, MA, 01075",8 Spring Mdws,South Hadley,Massachusetts,1075,2420,10/9/12
for_sale,999900,5,6,8,"15 Woodhill Rd, Monson, MA, 01057",15 Woodhill Rd,Monson,Massachusetts,1057,6900,7/24/17
for_sale,239900,2,3,,"15 Ash Ln Unit 15, Agawam, MA, 01001",15 Ash Ln Unit 15,Agawam,Massachusetts,1001,1229,6/7/16
for_sale,350000,3,1,0.34,"11 Stanley St, Easthampton, MA, 01027",11 Stanley St,Easthampton,Massachusetts,1027,1248,1/6/12
for_sale,299900,3,2,0.2,"27 Woodland Ave, Chicopee, MA, 01020",27 Woodland Ave,Chicopee,Massachusetts,1020,1584,9/18/20
for_sale,279900,5,3,0.12,"71 Gresham St, Springfield, MA, 01119",71 Gresham St,Springfield,Massachusetts,1119,1782,9/28/10
for_sale,250000,3,2,0.11,"82 Blaine St, Springfield, MA, 01108",82 Blaine St,Springfield,Massachusetts,1108,1586,11/5/20
for_sale,375000,4,2,0.16,"25 Grace St, Chicopee, MA, 01020",25 Grace St,Chicopee,Massachusetts,1020,1280,9/11/20
for_sale,249900,3,2,0.23,"21 Dearborn St, East Longmeadow, MA, 01028",21 Dearborn St,East Longmeadow,Massachusetts,1028,1259,5/10/19
for_sale,239000,2,1,0.19,"101 Derryfield Ave, Springfield, MA, 01118",101 Derryfield Ave,Springfield,Massachusetts,1118,1024,2/26/16
for_sale,232000,2,1,,"24 Green Leaves Dr Unit 440, Amherst, MA, 01002",24 Green Leaves Dr Unit 440,Amherst,Massachusetts,1002,899,6/15/21
for_sale,294900,6,2,0.13,"4 Paradise St, Chicopee, MA, 01020",4 Paradise St,Chicopee,Massachusetts,1020,2288,6/3/19
for_sale,415000,2,2,,"114 Pine Grove Dr Unit 114, South Hadley, MA, 01075",114 Pine Grove Dr Unit 114,South Hadley,Massachusetts,1075,1758,12/27/19
for_sale,240000,2,1,0.28,"68 Blanchwood Ave, Chicopee, MA, 01013",68 Blanchwood Ave,Chicopee,Massachusetts,1013,1207,11/29/11
for_sale,285000,5,2,0.13,"274 White St, Springfield, MA, 01108",274 White St,Springfield,Massachusetts,1108,2652,4/12/13
for_sale,284999,4,3,0.12,"24 Carew Ter, Springfield, MA, 01104",24 Carew Ter,Springfield,Massachusetts,1104,1360,3/31/14
for_sale,275000,3,1,0.32,"363 Sunrise Ter, Springfield, MA, 01119",363 Sunrise Ter,Springfield,Massachusetts,1119,1082,12/21/16
for_sale,339000,6,2,0.23,"27 Morgan St, Holyoke, MA, 01040",27 Morgan St,Holyoke,Massachusetts,1040,2399,9/5/17
for_sale,699900,4,4,0.62,"81 Concord Rd, Longmeadow, MA, 01106",81 Concord Rd,Longmeadow,Massachusetts,1106,2712,4/19/16
for_sale,545000,2,2,,"90 Pomeroy Ter Apt 5, Northampton, MA, 01060",90 Pomeroy Ter Apt 5,Northampton,Massachusetts,1060,1700,11/4/11
for_sale,259900,3,2,0.17,"465 Allen St, Springfield, MA, 01118",465 Allen St,Springfield,Massachusetts,1118,1442,8/3/12
for_sale,449000,5,3,0.75,"11 Old Coach Cir, Hampden, MA, 01036",11 Old Coach Cir,Hampden,Massachusetts,1036,2996,8/25/17
for_sale,299900,3,2,0.37,"215 Hillcrest Ave, West Springfield, MA, 01089",215 Hillcrest Ave,West Springfield,Massachusetts,1089,1269,11/17/17
for_sale,175000,2,1,,"58 Robinridge Rd Unit 58, Chicopee, MA, 01022",58 Robinridge Rd Unit 58,Chicopee,Massachusetts,1022,884,8/29/18
for_sale,309900,3,2,0.21,"111 Bridle Path Rd, Springfield, MA, 01118",111 Bridle Path Rd,Springfield,Massachusetts,1118,1508,9/1/17
for_sale,400000,3,2,0.92,"6 Pease St, Wilbraham, MA, 01095",6 Pease St,Wilbraham,Massachusetts,1095,1840,4/26/13
for_sale,169900,2,2,,"420 Main St Apt 42, Agawam, MA, 01001",420 Main St Apt 42,Agawam,Massachusetts,1001,892,4/30/19
for_sale,349900,3,2,0.34,"26 Cedar Ln, Westfield, MA, 01085",26 Cedar Ln,Westfield,Massachusetts,1085,1536,3/30/18
for_sale,299413,3,2,0.34,"395 Southwick Rd, Westfield, MA, 01085",395 Southwick Rd,Westfield,Massachusetts,1085,1424,11/10/21
for_sale,229900,2,1,,"40 Ware Rd Apt 20, Belchertown, MA, 01007",40 Ware Rd Apt 20,Belchertown,Massachusetts,1007,864,9/10/21
for_sale,414900,3,3,,"30 Hickory Hl, West Springfield, MA, 01089",30 Hickory Hl,West Springfield,Massachusetts,1089,2443,10/19/20
for_sale,299000,1,1,,"25 New South St Apt 201, Northampton, MA, 01060",25 New South St Apt 201,Northampton,Massachusetts,1060,773,7/9/19
for_sale,350000,2,1,,"29 Pleasant St Apt 2, Northampton, MA, 01060",29 Pleasant St Apt 2,Northampton,Massachusetts,1060,1572,10/29/19
for_sale,139000,3,2,0.05,"137 N East St, Holyoke, MA, 01040",137 N East St,Holyoke,Massachusetts,1040,1644,1/18/18
for_sale,144000,1,1,5.46,"629 Berkshire Trl, Cummington, MA, 01026",629 Berkshire Trl,Cummington,Massachusetts,1026,600,5/5/21
for_sale,670000,5,3,1.66,"26 Lady Slipper Cir, Westfield, MA, 01085",26 Lady Slipper Cir,Westfield,Massachusetts,1085,4296,6/2/10
for_sale,169500,1,1,,"18 Lynwood Dr Unit 18, Chicopee, MA, 01022",18 Lynwood Dr Unit 18,Chicopee,Massachusetts,1022,884,8/18/20
for_sale,289900,5,2,0.15,"50 Saint James Ave, Chicopee, MA, 01020",50 Saint James Ave,Chicopee,Massachusetts,1020,2316,9/28/20
for_sale,171900,2,1,,"1088 James St Unit 1088, Chicopee, MA, 01022",1088 James St Unit 1088,Chicopee,Massachusetts,1022,824,2/29/12
for_sale,400000,4,3,0.46,"125 Abbey St, South Hadley, MA, 01075",125 Abbey St,South Hadley,Massachusetts,1075,2108,9/21/21
for_sale,500000,4,5,1.02,"67 Cold Hill Rd, Granby, MA, 01033",67 Cold Hill Rd,Granby,Massachusetts,1033,2396,1/9/15
for_sale,279900,3,1,0.13,"3 Fenton St, Holyoke, MA, 01040",3 Fenton St,Holyoke,Massachusetts,1040,1456,10/21/19
for_sale,349900,4,2,0.24,"16 Dorwin Dr, West Springfield, MA, 01089",16 Dorwin Dr,West Springfield,Massachusetts,1089,2002,1/2/19
for_sale,379900,5,2,0.85,"82 Abbey St, South Hadley, MA, 01075",82 Abbey St,South Hadley,Massachusetts,1075,1605,2/13/17
for_sale,349900,4,1,0.91,"106 Plain St, Easthampton, MA, 01027",106 Plain St,Easthampton,Massachusetts,1027,1404,9/23/21
for_sale,300000,6,4,0.16,"76 Muzzy St, Chicopee, MA, 01020",76 Muzzy St,Chicopee,Massachusetts,1020,2844,12/30/19
for_sale,240000,3,2,0.16,"1565 Carew St, Springfield, MA, 01104",1565 Carew St,Springfield,Massachusetts,1104,1284,8/26/11
for_sale,289900,3,1,0.26,"339 Jarvis Ave, Holyoke, MA, 01040",339 Jarvis Ave,Holyoke,Massachusetts,1040,1096,5/10/19
for_sale,649000,4,3,62,"55 Campbell Rd, Plainfield, MA, 01070",55 Campbell Rd,Plainfield,Massachusetts,1070,2650,2/10/14
for_sale,599000,4,3,2.5,"26 Strykers Rd, Florida, MA, 01247",26 Strykers Rd,Florida,Massachusetts,1247,2351,3/19/12
for_sale,145000,2,1,,"68 Colonial Cir Unit A, Chicopee, MA, 01020",68 Colonial Cir Unit A,Chicopee,Massachusetts,1020,960,7/31/19
for_sale,350000,3,1,0.34,"11 Stanley St, Easthampton, MA, 01027",11 Stanley St,Easthampton,Massachusetts,1027,1248,1/6/12
for_sale,547500,4,4,0.91,"8 Spring Mdws, South Hadley, MA, 01075",8 Spring Mdws,South Hadley,Massachusetts,1075,2420,10/9/12
for_sale,380000,4,2,17.84,"128 Goss Hill Rd, Huntington, MA, 01050",128 Goss Hill Rd,Huntington,Massachusetts,1050,2196,9/8/14
for_sale,265000,3,1,0.4,"12 Petticoat Hill Rd, Williamsburg, MA, 01096",12 Petticoat Hill Rd,Williamsburg,Massachusetts,1096,1529,4/30/15
for_sale,299900,3,2,0.2,"27 Woodland Ave, Chicopee, MA, 01020",27 Woodland Ave,Chicopee,Massachusetts,1020,1584,9/18/20
for_sale,229000,4,2,0.13,"197 Locust St, Holyoke, MA, 01040",197 Locust St,Holyoke,Massachusetts,1040,1529,3/22/21
for_sale,259900,4,1,0.17,"17 State St, Westfield, MA, 01085",17 State St,Westfield,Massachusetts,1085,1454,3/12/12
for_sale,399900,3,2,0.55,"50 Ridgecrest Cir, Westfield, MA, 01085",50 Ridgecrest Cir,Westfield,Massachusetts,1085,1728,7/31/19
for_sale,375000,4,2,0.16,"25 Grace St, Chicopee, MA, 01020",25 Grace St,Chicopee,Massachusetts,1020,1280,9/11/20
for_sale,399900,4,3,1.6,"30 Gore Rd, Blandford, MA, 01008",30 Gore Rd,Blandford,Massachusetts,1008,1960,5/1/15
for_sale,250000,6,2,0.62,"1107 Huntington Rd, Russell, MA, 01071",1107 Huntington Rd,Russell,Massachusetts,1071,2520,8/12/16
for_sale,240000,2,1,0.28,"68 Blanchwood Ave, Chicopee, MA, 01013",68 Blanchwood Ave,Chicopee,Massachusetts,1013,1207,11/29/11
for_sale,284999,4,3,0.12,"24 Carew Ter, Springfield, MA, 01104",24 Carew Ter,Springfield,Massachusetts,1104,1360,3/31/14
for_sale,339000,6,2,0.23,"27 Morgan St, Holyoke, MA, 01040",27 Morgan St,Holyoke,Massachusetts,1040,2399,9/5/17
for_sale,294900,6,2,0.13,"4 Paradise St, Chicopee, MA, 01020",4 Paradise St,Chicopee,Massachusetts,1020,2288,6/3/19
for_sale,545000,2,2,,"90 Pomeroy Ter Apt 5, Northampton, MA, 01060",90 Pomeroy Ter Apt 5,Northampton,Massachusetts,1060,1700,11/4/11
for_sale,415000,2,2,,"114 Pine Grove Dr Unit 114, South Hadley, MA, 01075",114 Pine Grove Dr Unit 114,South Hadley,Massachusetts,1075,1758,12/27/19
for_sale,100000,,,0.94,"270 Turkey Hill Rd Lot 1, Belchertown, MA, 01007",270 Turkey Hill Rd Lot 1,Belchertown,Massachusetts,1007,,11/5/21
for_sale,74900,,,11.09,"593 Old Warren Rd, Palmer, MA, 01069",593 Old Warren Rd,Palmer,Massachusetts,1069,,2/8/11
for_sale,160000,5,2,1.27,"475 E Main St, Orange, MA, 01364",475 E Main St,Orange,Massachusetts,1364,1495,4/29/11
for_sale,525000,3,3,0.45,"955 River Rd, Agawam, MA, 01001",955 River Rd,Agawam,Massachusetts,1001,2314,6/25/14
for_sale,195000,2,2,,"45 Corey Colonial Unit 45, Agawam, MA, 01001",45 Corey Colonial Unit 45,Agawam,Massachusetts,1001,960,12/14/18
for_sale,289900,4,1,0.24,"22 Noel St, Ludlow, MA, 01056",22 Noel St,Ludlow,Massachusetts,1056,1173,7/14/17
for_sale,100000,3,2,0.25,"10 Church St, Wales, MA, 01081",10 Church St,Wales,Massachusetts,1081,1820,11/27/19
for_sale,198000,3,1,0.23,"26 Groton St, Springfield, MA, 01129",26 Groton St,Springfield,Massachusetts,1129,876,8/1/19
for_sale,465000,3,3,2.04,"43 Zuell Hill Rd, Monson, MA, 01057",43 Zuell Hill Rd,Monson,Massachusetts,1057,2775,12/2/19
for_sale,599000,3,3,3.11,"717 Main St, Wilbraham, MA, 01095",717 Main St,Wilbraham,Massachusetts,1095,2275,6/18/21
for_sale,289900,5,2,0.15,"50 Saint James Ave, Chicopee, MA, 01020",50 Saint James Ave,Chicopee,Massachusetts,1020,2316,9/28/20
for_sale,169500,1,1,,"18 Lynwood Dr Unit 18, Chicopee, MA, 01022",18 Lynwood Dr Unit 18,Chicopee,Massachusetts,1022,884,8/18/20
for_sale,171900,2,1,,"1088 James St Unit 1088, Chicopee, MA, 01022",1088 James St Unit 1088,Chicopee,Massachusetts,1022,824,2/29/12
for_sale,400000,4,3,0.46,"125 Abbey St, South Hadley, MA, 01075",125 Abbey St,South Hadley,Massachusetts,1075,2108,9/21/21
for_sale,500000,4,5,1.02,"67 Cold Hill Rd, Granby, MA, 01033",67 Cold Hill Rd,Granby,Massachusetts,1033,2396,1/9/15
for_sale,379900,5,2,0.85,"82 Abbey St, South Hadley, MA, 01075",82 Abbey St,South Hadley,Massachusetts,1075,1605,2/13/17
for_sale,330000,2,3,30,"111 Daniel Shays Hwy Unit 19, Belchertown, MA, 01007",111 Daniel Shays Hwy Unit 19,Belchertown,Massachusetts,1007,2130,6/27/13
for_sale,290000,3,1,1.3,"168 Stafford Rd, Monson, MA, 01057",168 Stafford Rd,Monson,Massachusetts,1057,1674,8/8/18
for_sale,335000,8,3,0.39,"24 Squier St, Palmer, MA, 01069",24 Squier St,Palmer,Massachusetts,1069,4841,5/11/15
for_sale,175000,2,2,,"418 Meadow St Unit A4, Agawam, MA, 01001",418 Meadow St Unit A4,Agawam,Massachusetts,1001,1056,9/12/19
for_sale,244900,3,2,0.16,"48 Audubon St, Springfield, MA, 01108",48 Audubon St,Springfield,Massachusetts,1108,1181,6/15/21
for_sale,304900,4,1,0.22,"19 Day Ave, East Longmeadow, MA, 01028",19 Day Ave,East Longmeadow,Massachusetts,1028,1425,3/26/13
for_sale,300000,6,4,0.16,"76 Muzzy St, Chicopee, MA, 01020",76 Muzzy St,Chicopee,Massachusetts,1020,2844,12/30/19
for_sale,240000,3,2,0.16,"1565 Carew St, Springfield, MA, 01104",1565 Carew St,Springfield,Massachusetts,1104,1284,8/26/11
for_sale,379900,4,2,0.62,"45 Hunter Rd, Ludlow, MA, 01056",45 Hunter Rd,Ludlow,Massachusetts,1056,1988,8/11/16
for_sale,429900,4,4,0.44,"1745 Parker St, Springfield, MA, 01128",1745 Parker St,Springfield,Massachusetts,1128,2032,3/19/10
for_sale,409900,3,2,,"308 Miller St Unit 8, Ludlow, MA, 01056",308 Miller St Unit 8,Ludlow,Massachusetts,1056,1622,4/16/10
for_sale,299900,5,3,0.32,"11 N Main St, Belchertown, MA, 01007",11 N Main St,Belchertown,Massachusetts,1007,1850,12/14/12
for_sale,270000,3,1,0.23,"1920 Allen St, Springfield, MA, 01118",1920 Allen St,Springfield,Massachusetts,1118,1234,2/24/17
for_sale,189000,4,2,0.15,"5 Packard Ct, Palmer, MA, 01069",5 Packard Ct,Palmer,Massachusetts,1069,1922,9/20/21
for_sale,299000,3,2,0.14,"87 Oak St, Springfield, MA, 01151",87 Oak St,Springfield,Massachusetts,1151,1799,12/14/21
for_sale,265000,4,3,0.11,"138 Draper St, Springfield, MA, 01108",138 Draper St,Springfield,Massachusetts,1108,1728,11/4/11
for_sale,234900,2,2,,"27 Green Leaves Dr Unit 704, Amherst, MA, 01002",27 Green Leaves Dr Unit 704,Amherst,Massachusetts,1002,979,12/2/21
for_sale,299900,4,2,,"113 New Athol Rd Unit 109, Orange, MA, 01364",113 New Athol Rd Unit 109,Orange,Massachusetts,1364,1463,4/27/20
for_sale,325000,3,2,0.54,"170 West St, Granby, MA, 01033",170 West St,Granby,Massachusetts,1033,1336,8/2/19
for_sale,299900,3,2,0.53,"26 Cold Hill Dr, Granby, MA, 01033",26 Cold Hill Dr,Granby,Massachusetts,1033,880,3/19/18
for_sale,269000,5,2,0.11,"41 Forest St, Springfield, MA, 01108",41 Forest St,Springfield,Massachusetts,1108,1634,10/12/21
for_sale,399000,4,3,0.28,"21 Voyer Ave, East Longmeadow, MA, 01028",21 Voyer Ave,East Longmeadow,Massachusetts,1028,2500,6/21/19
for_sale,259000,3,1,0.8,"120 N Main St, East Longmeadow, MA, 01028",120 N Main St,East Longmeadow,Massachusetts,1028,1196,10/24/19
for_sale,435000,4,3,0.22,"440 Roosevelt Ave, Springfield, MA, 01118",440 Roosevelt Ave,Springfield,Massachusetts,1118,2734,1/28/13
for_sale,439500,4,2,0.59,"73 N Maple St, Hadley, MA, 01035",73 N Maple St,Hadley,Massachusetts,1035,2394,6/8/18
for_sale,145000,2,1,,"68 Colonial Cir Unit A, Chicopee, MA, 01020",68 Colonial Cir Unit A,Chicopee,Massachusetts,1020,960,7/31/19
for_sale,275000,3,2,0.16,"5 Bedford Ct Unit 5, Amherst, MA, 01002",5 Bedford Ct Unit 5,Amherst,Massachusetts,1002,1280,8/19/21
for_sale,999900,5,6,8,"15 Woodhill Rd, Monson, MA, 01057",15 Woodhill Rd,Monson,Massachusetts,1057,6900,7/24/17
for_sale,299900,3,2,0.2,"27 Woodland Ave, Chicopee, MA, 01020",27 Woodland Ave,Chicopee,Massachusetts,1020,1584,9/18/20
for_sale,445000,8,6,0.13,"146 Kensington Ave, Springfield, MA, 01108",146 Kensington Ave,Springfield,Massachusetts,1108,8369,12/31/13
for_sale,279900,5,3,0.12,"71 Gresham St, Springfield, MA, 01119",71 Gresham St,Springfield,Massachusetts,1119,1782,9/28/10
for_sale,619900,4,3,,"32 N Prospect St Apt 2, Amherst, MA, 01002",32 N Prospect St Apt 2,Amherst,Massachusetts,1002,3200,8/14/20
for_sale,250000,3,2,0.11,"82 Blaine St, Springfield, MA, 01108",82 Blaine St,Springfield,Massachusetts,1108,1586,11/5/20
for_sale,269900,3,3,0.17,"59 Dean St Unit A, Warren, MA, 01092",59 Dean St Unit A,Warren,Massachusetts,1092,1400,6/16/21
for_sale,284999,4,3,0.12,"24 Carew Ter, Springfield, MA, 01104",24 Carew Ter,Springfield,Massachusetts,1104,1360,3/31/14
for_sale,249900,3,2,0.23,"21 Dearborn St, East Longmeadow, MA, 01028",21 Dearborn St,East Longmeadow,Massachusetts,1028,1259,5/10/19
for_sale,285000,5,2,0.13,"274 White St, Springfield, MA, 01108",274 White St,Springfield,Massachusetts,1108,2652,4/12/13
for_sale,239000,2,1,0.19,"101 Derryfield Ave, Springfield, MA, 01118",101 Derryfield Ave,Springfield,Massachusetts,1118,1024,2/26/16
for_sale,699900,4,4,0.62,"81 Concord Rd, Longmeadow, MA, 01106",81 Concord Rd,Longmeadow,Massachusetts,1106,2712,4/19/16
for_sale,309900,3,2,0.21,"111 Bridle Path Rd, Springfield, MA, 01118",111 Bridle Path Rd,Springfield,Massachusetts,1118,1508,9/1/17
for_sale,229900,2,1,,"40 Ware Rd Apt 20, Belchertown, MA, 01007",40 Ware Rd Apt 20,Belchertown,Massachusetts,1007,864,9/10/21
for_sale,275000,3,1,0.32,"363 Sunrise Ter, Springfield, MA, 01119",363 Sunrise Ter,Springfield,Massachusetts,1119,1082,12/21/16
for_sale,449000,5,3,0.75,"11 Old Coach Cir, Hampden, MA, 01036",11 Old Coach Cir,Hampden,Massachusetts,1036,2996,8/25/17
for_sale,369900,12,3,0.15,"246 Central St, Springfield, MA, 01105",246 Central St,Springfield,Massachusetts,1105,3902,12/24/14
for_sale,249999,2,2,,"18 Palmer Rd Unit 16, Monson, MA, 01057",18 Palmer Rd Unit 16,Monson,Massachusetts,1057,1606,6/5/20
for_sale,329000,4,1,0.64,"595 Parker St, Longmeadow, MA, 01028",595 Parker St,Longmeadow,Massachusetts,1028,1296,6/23/17
